Handle,Title,Vendor,Type,Published,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,product.metafields.custom.artisan,product.metafields.custom.concentration,product.metafields.custom.top_notes,product.metafields.custom.heart_notes,product.metafields.custom.base_notes,Body (HTML)
guerlain-parfum,Parfum,Guerlain,Parfum,TRUE,Title,Default Title,shopify,69,deny,manual,399,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Guerlain,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Guerlain. Perfect for Female seeking a Floriental scent with Medium longevity.
guerlain-toilette,Toilette,Guerlain,Cologne,TRUE,Title,Default Title,shopify,20,deny,manual,400,TRUE,TRUE,https://images.unsplash.com/photo-1603569283847-aa295f0d016a?q=80&w=800&auto=format&fit=crop,Guerlain,Cologne,Floriental,Aromatic,Light,A masterfully crafted EDT fragrance by Guerlain. Perfect for Female seeking a Floriental scent with Light longevity.
diptyque-toilette,Toilette,Diptyque,Cologne,TRUE,Title,Default Title,shopify,21,deny,manual,401,TRUE,TRUE,https://images.unsplash.com/photo-1563170351-be82bc88ea6f?q=80&w=800&auto=format&fit=crop,Diptyque,Cologne,Fruity,Aromatic,Medium,A masterfully crafted EDT fragrance by Diptyque. Perfect for Unisex seeking a Fruity scent with Medium longevity.
diptyque-toilette,Toilette,Diptyque,Cologne,TRUE,Title,Default Title,shopify,22,deny,manual,402,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Diptyque,Cologne,Floral,Aromatic,Medium,A masterfully crafted EDT fragrance by Diptyque. Perfect for Unisex seeking a Floral scent with Medium longevity.
diptyque-toilette,Toilette,Diptyque,Cologne,TRUE,Title,Default Title,shopify,23,deny,manual,403,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,Diptyque,Cologne,Fruity,Aromatic,Medium,A masterfully crafted EDT fragrance by Diptyque. Perfect for Unisex seeking a Fruity scent with Medium longevity.
diptyque-toilette,Toilette,Diptyque,Cologne,TRUE,Title,Default Title,shopify,24,deny,manual,404,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Diptyque,Cologne,Floral,Aromatic,Medium,A masterfully crafted EDT fragrance by Diptyque. Perfect for Unisex seeking a Floral scent with Medium longevity.
diptyque-toilette,Toilette,Diptyque,Cologne,TRUE,Title,Default Title,shopify,25,deny,manual,405,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Diptyque,Cologne,Floral,Aromatic,Medium,A masterfully crafted EDT fragrance by Diptyque. Perfect for Unisex seeking a Floral scent with Medium longevity.
diptyque-parfum,Parfum,Diptyque,Parfum,TRUE,Title,Default Title,shopify,26,deny,manual,406,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Diptyque,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Diptyque. Perfect for Unisex seeking a Floriental scent with Medium longevity.
diptyque-parfum,Parfum,Diptyque,Parfum,TRUE,Title,Default Title,shopify,27,deny,manual,407,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Diptyque,Parfum,Oriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Diptyque. Perfect for Unisex seeking a Oriental scent with Medium longevity.
diptyque-toilette,Toilette,Diptyque,Cologne,TRUE,Title,Default Title,shopify,28,deny,manual,408,TRUE,TRUE,https://images.unsplash.com/photo-1594913785124-71239c4f5260?q=80&w=800&auto=format&fit=crop,Diptyque,Cologne,Aromatic,Aromatic,Light,A masterfully crafted EDT fragrance by Diptyque. Perfect for Unisex seeking a Aromatic scent with Light longevity.
diptyque-parfum,Parfum,Diptyque,Parfum,TRUE,Title,Default Title,shopify,29,deny,manual,409,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Diptyque,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Diptyque. Perfect for Unisex seeking a Floral scent with Strong longevity.
diptyque-parfum,Parfum,Diptyque,Parfum,TRUE,Title,Default Title,shopify,30,deny,manual,410,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Diptyque,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Diptyque. Perfect for Unisex seeking a Floral scent with Medium longevity.
malone-cologne,Cologne,Malone,Cologne,TRUE,Title,Default Title,shopify,31,deny,manual,411,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Malone,Cologne,Fruity,Aromatic,Medium,A masterfully crafted COLOGNE fragrance by Malone. Perfect for Unisex seeking a Fruity scent with Medium longevity.
malone-cologne,Cologne,Malone,Cologne,TRUE,Title,Default Title,shopify,32,deny,manual,412,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,Malone,Cologne,Floral,Aromatic,Medium,A masterfully crafted COLOGNE fragrance by Malone. Perfect for Female seeking a Floral scent with Medium longevity.
malone-cologne,Cologne,Malone,Cologne,TRUE,Title,Default Title,shopify,33,deny,manual,413,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Malone,Cologne,Aromatic,Aromatic,Medium,A masterfully crafted COLOGNE fragrance by Malone. Perfect for Unisex seeking a Aromatic scent with Medium longevity.
malone-cologne,Cologne,Malone,Cologne,TRUE,Title,Default Title,shopify,34,deny,manual,414,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Malone,Cologne,Aromatic,Aromatic,Medium,A masterfully crafted COLOGNE fragrance by Malone. Perfect for Unisex seeking a Aromatic scent with Medium longevity.
malone-cologne,Cologne,Malone,Cologne,TRUE,Title,Default Title,shopify,35,deny,manual,415,TRUE,TRUE,https://images.unsplash.com/photo-1594913785124-71239c4f5260?q=80&w=800&auto=format&fit=crop,Malone,Cologne,Fruity,Aromatic,Medium,A masterfully crafted COLOGNE fragrance by Malone. Perfect for Female seeking a Fruity scent with Medium longevity.
malone-cologne,Cologne,Malone,Cologne,TRUE,Title,Default Title,shopify,36,deny,manual,416,TRUE,TRUE,https://images.unsplash.com/photo-1615529182904-14819c35db37?q=80&w=800&auto=format&fit=crop,Malone,Cologne,Fruity,Aromatic,Medium,A masterfully crafted COLOGNE fragrance by Malone. Perfect for Female seeking a Fruity scent with Medium longevity.
malone-cologne,Cologne,Malone,Cologne,TRUE,Title,Default Title,shopify,37,deny,manual,417,TRUE,TRUE,https://images.unsplash.com/photo-1594913785124-71239c4f5260?q=80&w=800&auto=format&fit=crop,Malone,Cologne,Floral,Aromatic,Medium,A masterfully crafted COLOGNE fragrance by Malone. Perfect for Female seeking a Floral scent with Medium longevity.
malone-cologne,Cologne,Malone,Cologne,TRUE,Title,Default Title,shopify,38,deny,manual,418,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Malone,Cologne,Floral,Aromatic,Medium,A masterfully crafted COLOGNE fragrance by Malone. Perfect for Unisex seeking a Floral scent with Medium longevity.
malone-cologne,Cologne,Malone,Cologne,TRUE,Title,Default Title,shopify,39,deny,manual,419,TRUE,TRUE,https://images.unsplash.com/photo-1592914610354-fd354d45fe82?q=80&w=800&auto=format&fit=crop,Malone,Cologne,Floral,Aromatic,Medium,A masterfully crafted COLOGNE fragrance by Malone. Perfect for Female seeking a Floral scent with Medium longevity.
malone-cologne,Cologne,Malone,Cologne,TRUE,Title,Default Title,shopify,40,deny,manual,420,TRUE,TRUE,https://images.unsplash.com/photo-1594035910387-fea47794261f?q=80&w=800&auto=format&fit=crop,Malone,Cologne,Floral,Aromatic,Medium,A masterfully crafted COLOGNE fragrance by Malone. Perfect for Female seeking a Floral scent with Medium longevity.
malone-cologne,Cologne,Malone,Cologne,TRUE,Title,Default Title,shopify,41,deny,manual,421,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Malone,Cologne,Fruity,Aromatic,Medium,A masterfully crafted COLOGNE fragrance by Malone. Perfect for Unisex seeking a Fruity scent with Medium longevity.
lauren-parfum,Parfum,Lauren,Parfum,TRUE,Title,Default Title,shopify,42,deny,manual,422,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Lauren,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Lauren. Perfect for Female seeking a Floriental scent with Medium longevity.
lauren-toilette,Toilette,Lauren,Cologne,TRUE,Title,Default Title,shopify,43,deny,manual,423,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Lauren,Cologne,Floriental,Aromatic,Medium,A masterfully crafted EDT fragrance by Lauren. Perfect for Female seeking a Floriental scent with Medium longevity.
lauren-parfum,Parfum,Lauren,Parfum,TRUE,Title,Default Title,shopify,44,deny,manual,424,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Lauren,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Lauren. Perfect for Female seeking a Floriental scent with Medium longevity.
lauren-toilette,Toilette,Lauren,Cologne,TRUE,Title,Default Title,shopify,45,deny,manual,425,TRUE,TRUE,https://images.unsplash.com/photo-1563170351-be82bc88ea6f?q=80&w=800&auto=format&fit=crop,Lauren,Cologne,Floriental,Aromatic,Medium,A masterfully crafted EDT fragrance by Lauren. Perfect for Female seeking a Floriental scent with Medium longevity.
lauren-parfum,Parfum,Lauren,Parfum,TRUE,Title,Default Title,shopify,46,deny,manual,426,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,Lauren,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Lauren. Perfect for Female seeking a Floriental scent with Medium longevity.
lauren-toilette,Toilette,Lauren,Cologne,TRUE,Title,Default Title,shopify,47,deny,manual,427,TRUE,TRUE,https://images.unsplash.com/photo-1594913785124-71239c4f5260?q=80&w=800&auto=format&fit=crop,Lauren,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Lauren. Perfect for Men seeking a Fougere scent with Medium longevity.
lauren-parfum,Parfum,Lauren,Parfum,TRUE,Title,Default Title,shopify,48,deny,manual,428,TRUE,TRUE,https://images.unsplash.com/photo-1594913785124-71239c4f5260?q=80&w=800&auto=format&fit=crop,Lauren,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by Lauren. Perfect for Men seeking a Aromatic scent with Medium longevity.
lauren-parfum,Parfum,Lauren,Parfum,TRUE,Title,Default Title,shopify,49,deny,manual,429,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Lauren,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Lauren. Perfect for Men seeking a Spicy scent with Medium longevity.
lauren-parfum,Parfum,Lauren,Parfum,TRUE,Title,Default Title,shopify,50,deny,manual,430,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Lauren,Parfum,Fougere,Aromatic,Medium,A masterfully crafted EDP fragrance by Lauren. Perfect for Men seeking a Fougere scent with Medium longevity.
lauren-parfum,Parfum,Lauren,Parfum,TRUE,Title,Default Title,shopify,51,deny,manual,431,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Lauren,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by Lauren. Perfect for Men seeking a Aromatic scent with Medium longevity.
lauren-toilette,Toilette,Lauren,Cologne,TRUE,Title,Default Title,shopify,52,deny,manual,432,TRUE,TRUE,https://images.unsplash.com/photo-1585386959984-a4155224a1ad?q=80&w=800&auto=format&fit=crop,Lauren,Cologne,Aromatic,Aromatic,Medium,A masterfully crafted EDT fragrance by Lauren. Perfect for Men seeking a Aromatic scent with Medium longevity.
lattafa-abaan,Abaan,Lattafa,Parfum,TRUE,Title,Default Title,shopify,53,deny,manual,433,TRUE,TRUE,https://images.unsplash.com/photo-1585386959984-a4155224a1ad?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-adeeb,Adeeb,Lattafa,Parfum,TRUE,Title,Default Title,shopify,54,deny,manual,434,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-afeef,Afeef,Lattafa,Parfum,TRUE,Title,Default Title,shopify,55,deny,manual,435,TRUE,TRUE,https://images.unsplash.com/photo-1594035910387-fea47794261f?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-afkaar,Afkaar,Lattafa,Parfum,TRUE,Title,Default Title,shopify,56,deny,manual,436,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-awsaaf,Awsaaf,Lattafa,Parfum,TRUE,Title,Default Title,shopify,57,deny,manual,437,TRUE,TRUE,https://images.unsplash.com/photo-1592914610354-fd354d45fe82?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-azal,Azal,Lattafa,Parfum,TRUE,Title,Default Title,shopify,58,deny,manual,438,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Men seeking a Unknown scent with Medium longevity.
lattafa-gold,Gold,Lattafa,Parfum,TRUE,Title,Default Title,shopify,59,deny,manual,439,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-silver,Silver,Lattafa,Parfum,TRUE,Title,Default Title,shopify,60,deny,manual,440,TRUE,TRUE,https://images.unsplash.com/photo-1585386959984-a4155224a1ad?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-fursan,Fursan,Lattafa,Parfum,TRUE,Title,Default Title,shopify,61,deny,manual,441,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Woody,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Woody scent with Strong longevity.
lattafa-historian,Historian,Lattafa,Parfum,TRUE,Title,Default Title,shopify,62,deny,manual,442,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-najris,Najris,Lattafa,Parfum,TRUE,Title,Default Title,shopify,63,deny,manual,443,TRUE,TRUE,https://images.unsplash.com/photo-1592914610354-fd354d45fe82?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-oudh,Oudh,Lattafa,Parfum,TRUE,Title,Default Title,shopify,64,deny,manual,444,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-oud,Oud,Lattafa,Parfum,TRUE,Title,Default Title,shopify,65,deny,manual,445,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-oud,Oud,Lattafa,Parfum,TRUE,Title,Default Title,shopify,66,deny,manual,446,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-oud,Oud,Lattafa,Parfum,TRUE,Title,Default Title,shopify,67,deny,manual,447,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-angham,Angham,Lattafa,Parfum,TRUE,Title,Default Title,shopify,68,deny,manual,448,TRUE,TRUE,https://images.unsplash.com/photo-1615529183492-c4e047ceb4d5?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-atheeri,Atheeri,Lattafa,Parfum,TRUE,Title,Default Title,shopify,69,deny,manual,449,TRUE,TRUE,https://images.unsplash.com/photo-1603569283847-aa295f0d016a?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Female seeking a Unknown scent with Medium longevity.
lattafa-atlas,Atlas,Lattafa,Parfum,TRUE,Title,Default Title,shopify,20,deny,manual,150,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-aura,Aura,Lattafa,Parfum,TRUE,Title,Default Title,shopify,21,deny,manual,151,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-oud,Oud,Lattafa,Parfum,TRUE,Title,Default Title,shopify,22,deny,manual,152,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-asad,Asad,Lattafa,Parfum,TRUE,Title,Default Title,shopify,23,deny,manual,153,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-bourbon,Bourbon,Lattafa,Parfum,TRUE,Title,Default Title,shopify,24,deny,manual,154,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-glory,Glory,Lattafa,Parfum,TRUE,Title,Default Title,shopify,25,deny,manual,155,TRUE,TRUE,https://images.unsplash.com/photo-1594035910387-fea47794261f?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-sublime,Sublime,Lattafa,Parfum,TRUE,Title,Default Title,shopify,26,deny,manual,156,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-eclaire,Eclaire,Lattafa,Parfum,TRUE,Title,Default Title,shopify,27,deny,manual,157,TRUE,TRUE,https://images.unsplash.com/photo-1615529183492-c4e047ceb4d5?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Gourmand,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Women seeking a Gourmand scent with Strong longevity.
lattafa-fakhar,Fakhar,Lattafa,Parfum,TRUE,Title,Default Title,shopify,28,deny,manual,158,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-black,Black,Lattafa,Parfum,TRUE,Title,Default Title,shopify,29,deny,manual,159,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-khamrah,Khamrah,Lattafa,Parfum,TRUE,Title,Default Title,shopify,30,deny,manual,160,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-qahwa,Qahwa,Lattafa,Parfum,TRUE,Title,Default Title,shopify,31,deny,manual,161,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-dukhan,Dukhan,Lattafa,Parfum,TRUE,Title,Default Title,shopify,32,deny,manual,162,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-liam,Liam,Lattafa,Parfum,TRUE,Title,Default Title,shopify,33,deny,manual,163,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-nebras,Nebras,Lattafa,Parfum,TRUE,Title,Default Title,shopify,34,deny,manual,164,TRUE,TRUE,https://images.unsplash.com/photo-1603569283847-aa295f0d016a?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-raghba,Raghba,Lattafa,Parfum,TRUE,Title,Default Title,shopify,35,deny,manual,165,TRUE,TRUE,https://images.unsplash.com/photo-1563170351-be82bc88ea6f?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Strong longevity.
lattafa-dynasty,Dynasty,Lattafa,Parfum,TRUE,Title,Default Title,shopify,36,deny,manual,166,TRUE,TRUE,https://images.unsplash.com/photo-1585386959984-a4155224a1ad?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Spicy scent with Medium longevity.
lattafa-victoria,Victoria,Lattafa,Parfum,TRUE,Title,Default Title,shopify,37,deny,manual,167,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Unisex seeking a Unknown scent with Medium longevity.
lattafa-women,(Women),Lattafa,Parfum,TRUE,Title,Default Title,shopify,38,deny,manual,168,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Lattafa,Parfum,Gourmand,Aromatic,Medium,A masterfully crafted EDP fragrance by Lattafa. Perfect for Women seeking a Gourmand scent with Medium longevity.
alhambra-peach,Peach,Alhambra,Parfum,TRUE,Title,Default Title,shopify,39,deny,manual,169,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Floral scent with Strong longevity.
alhambra-oud,Oud,Alhambra,Parfum,TRUE,Title,Default Title,shopify,40,deny,manual,170,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Spicy scent with Medium longevity.
alhambra-cherie,Cherie,Alhambra,Parfum,TRUE,Title,Default Title,shopify,41,deny,manual,171,TRUE,TRUE,https://images.unsplash.com/photo-1603569283847-aa295f0d016a?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Gourmand,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Gourmand scent with Medium longevity.
alhambra-leather,Leather,Alhambra,Parfum,TRUE,Title,Default Title,shopify,42,deny,manual,172,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Leather,Aromatic,Light,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Leather scent with Light longevity.
alhambra-yeah,Yeah,Alhambra,Parfum,TRUE,Title,Default Title,shopify,43,deny,manual,173,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Aromatic,Aromatic,Light,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Aromatic scent with Light longevity.
